id,host_since,host_location,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_neighbourhood,host_listings_count,host_total_listings_count,host_verifications,host_has_profile_pic,host_identity_verified,neighbourhood_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms_text,beds,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,has_availability,availability_30,availability_60,availability_90,availability_365,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month
1228940697596536600,2017-07-11,"Chicago, IL",within an hour,100%,100%,FALSE,West Englewood,8,8,"['email', 'phone']",TRUE,FALSE,West Englewood,41.79202281167852,-87.67341687147352,Private room in condo,Private room,2,1 shared bath,1,2,365,2,2,365,365,2,365,TRUE,30,60,90,365,20,7,0,2021-09-12,2023-10-10,4.65,4.45,4.6,4.7,4.7,3.9,4.45,TRUE,8,0,7,1,0.72
1532999216456190500,2016-08-07,"San Francisco, CA",within an hour,99%,99%,FALSE,Downtown Austin,207,230,"['email', 'phone', 'work_email']",TRUE,TRUE,Loop,41.8695,-87.63214,Entire rental unit,Entire home/apt,4,1 bath,2,2,280,2,999,28,999,40.9,71.6,TRUE,27,57,87,298,176,49,1,2020-12-18,2023-11-28,4.68,4.68,4.71,4.7,4.8,4.81,4.48,TRUE,17,17,0,0,4.82
58186645,2018-08-09,"St. Louis, MO",a few days or more,0%,0%,FALSE,Pullman,3,4,"['email', 'phone']",TRUE,TRUE,Pullman,41.70283,-87.60201,Entire rental unit,Entire home/apt,4,1 bath,2,33,33,33,33,1125,1125,33,1125,TRUE,30,60,89,89,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,3,1,2,0,NA
1791109469461405200,2011-04-29,United States,within an hour,100%,99%,TRUE,Wrigleyville,7,8,"['email', 'phone']",TRUE,TRUE,Lake View,41.94868,-87.65625,Entire condo,Entire home/apt,6,1 bath,4,1,1125,2,5,1125,1125,2.8,1125,TRUE,18,43,66,253,158,39,2,2018-12-09,2023-12-12,4.74,4.73,4.61,4.89,4.72,4.97,4.73,FALSE,1,1,0,0,2.58
25901817,2016-12-16,"New York, NY",within an hour,100%,97%,FALSE,Cambridge,4820,6438,"['email', 'phone', 'work_email']",TRUE,TRUE,Near North Side,41.8925035,-87.61628259999999,Entire rental unit,Entire home/apt,2,1 bath,1,32,1125,32,365,1125,1125,354.1,1125,TRUE,0,0,10,285,1,0,0,2022-01-26,2022-01-26,4,5,4,5,5,5,4,FALSE,643,643,0,0,0.04
1836418012456574700,2018-05-23,"Oak Park, IL",within an hour,100%,100%,TRUE,Little Italy,8,10,"['email', 'phone']",TRUE,TRUE,Near West Side,41.86906,-87.66305,Entire rental unit,Entire home/apt,6,2 baths,4,3,180,3,3,1125,1125,3,1125,TRUE,0,0,0,0,202,47,3,2019-10-07,2023-12-11,4.99,4.99,5,4.99,4.99,4.96,4.93,FALSE,1,1,0,0,3.95
1340837337320868400,2021-07-16,"Chicago, IL",within an hour,100%,90%,TRUE,North Lawndale,3,3,['phone'],TRUE,TRUE,East Garfield Park,41.87791079368374,-87.70000544528,Entire rental unit,Entire home/apt,4,1 bath,2,32,365,32,32,365,365,32,365,TRUE,26,56,86,356,1,1,0,2023-06-20,2023-06-20,5,5,5,5,5,3,4,FALSE,3,3,0,0,0.16
1499603406204675e3,2017-07-06,"Chicago, IL",NA,NA,NA,FALSE,NA,1,1,"['email', 'phone']",TRUE,TRUE,West Town,41.90685,-87.68853,Entire rental unit,Entire home/apt,7,1 bath,5,1,365,2,2,1125,1125,2,1125,TRUE,27,54,84,262,5,5,1,2023-09-26,2023-11-21,5,5,5,5,5,5,4.8,TRUE,1,1,0,0,1.79
78895355,2017-03-20,United States,within an hour,95%,99%,FALSE,Picadome,1670,2754,"['email', 'phone']",TRUE,TRUE,Lake View,41.93931,-87.65175,Entire rental unit,Entire home/apt,8,2 baths,5,2,1125,2,3,1125,1125,2.3,1125,TRUE,20,50,80,355,10,10,0,2023-01-15,2023-08-14,4.1,4.3,3.9,4.7,4.7,4.7,3.8,TRUE,51,51,0,0,0.89
1739042412250395e3,2021-11-03,"Chicago, IL",within a few hours,100%,56%,TRUE,West Lawn,2,6,['phone'],TRUE,TRUE,West Lawn,41.77743,-87.72671,Entire guesthouse,Entire home/apt,4,1 bath,2,32,32,32,32,32,32,32,32,TRUE,5,32,62,242,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2,2,0,0,NA
1901879525127026e3,2021-04-04,"Chicago, IL",within an hour,100%,100%,TRUE,Near South Side,74,75,"['email', 'phone']",TRUE,TRUE,Near South Side,41.85583,-87.62371,Entire rental unit,Entire home/apt,6,2 baths,3,2,365,2,2,1125,1125,2,1125,TRUE,0,0,0,0,19,14,0,2022-08-11,2023-10-04,4.8,4.95,5,4.85,4.9,4.8,4.85,TRUE,74,74,0,0,1.15
2074465134806206500,2018-01-28,NA,within an hour,100%,100%,TRUE,Magnolia Glen,1,1,"['email', 'phone']",TRUE,FALSE,Edgewater,41.98594,-87.66255,Entire rental unit,Entire home/apt,4,1 bath,1,2,200,2,2,200,200,2,200,TRUE,0,0,0,0,161,24,0,2018-05-13,2023-11-05,4.98,4.98,4.99,4.99,4.99,4.91,4.89,FALSE,1,1,0,0,2.36
9197139,2018-03-07,"Chicago, IL",within an hour,100%,91%,FALSE,River North,59,66,"['email', 'phone', 'work_email']",TRUE,TRUE,Near North Side,41.89132690429688,-87.6378402709961,Entire serviced apartment,Entire home/apt,4,1 bath,1,2,28,2,3,731,731,2,731,TRUE,30,60,90,182,23,14,0,2022-02-05,2023-10-22,4.43,4.52,4.57,4.78,4.3,4.83,4.48,TRUE,58,58,0,0,1.01
52805551,2023-05-14,"Chicago, IL",within an hour,100%,100%,FALSE,Bridgeport,62,68,"['email', 'phone']",TRUE,TRUE,Bridgeport,41.84135,-87.65724,Private room in guesthouse,Private room,2,2 shared baths,1,32,999,32,32,1125,1125,32,1125,TRUE,22,52,82,357,82,28,1,2021-07-13,2023-11-24,4.43,4.55,4.27,4.65,4.44,4.46,4.54,TRUE,61,0,61,0,2.77
107329853,2020-10-07,"Chicago, IL",within an hour,100%,100%,FALSE,Little Italy,25,36,"['email', 'phone']",TRUE,TRUE,Near West Side,41.87094,-87.65396,Private room in rental unit,Private room,2,1 shared bath,1,32,365,32,32,365,365,32,365,TRUE,30,45,45,214,7,7,0,2023-01-02,2023-10-10,4.14,4,4.29,4.86,4.86,4.71,4.14,TRUE,24,12,12,0,0.6
104453033,2016-11-25,"Chicago, IL",within an hour,100%,99%,FALSE,Jefferson Park,5,7,"['email', 'phone']",TRUE,TRUE,Jefferson Park,41.97433,-87.7784,Entire guest suite,Entire home/apt,4,1 bath,2,2,30,2,2,1125,1125,2,1125,TRUE,17,44,69,148,156,15,0,2019-11-03,2023-11-06,4.69,4.76,4.51,4.93,4.95,4.81,4.71,FALSE,5,5,0,0,3.11
1506119465475342e3,2018-06-08,"Chicago, IL",within an hour,100%,96%,TRUE,Avondale,3,4,"['email', 'phone']",TRUE,TRUE,Avondale,41.93387,-87.7191,Entire rental unit,Entire home/apt,4,1 bath,2,32,120,32,32,120,120,32,120,TRUE,10,27,57,291,15,3,0,2020-02-01,2023-10-14,5,5,4.87,5,5,5,4.93,FALSE,2,2,0,0,0.32
44240199,2017-09-04,"Chicago, IL",within an hour,100%,100%,TRUE,Avondale,1,1,"['email', 'phone']",TRUE,TRUE,Avondale,41.93812,-87.72454,Entire rental unit,Entire home/apt,5,1 bath,4,1,365,2,2,1125,1125,2,1125,TRUE,15,45,75,162,334,17,1,2017-09-09,2023-12-11,4.96,4.98,4.95,4.99,4.99,4.86,4.93,TRUE,1,1,0,0,4.37
17267839,2021-04-04,"Chicago, IL",within an hour,100%,100%,TRUE,Near South Side,74,75,"['email', 'phone']",TRUE,TRUE,Near South Side,41.85364,-87.62321,Entire rental unit,Entire home/apt,6,2 baths,3,2,365,2,2,1125,1125,2,1125,TRUE,30,56,83,352,50,32,3,2022-05-06,2023-11-29,4.76,4.88,4.74,4.88,4.86,4.78,4.76,TRUE,74,74,0,0,2.53
100263001,2016-12-16,"New York, NY",within an hour,100%,97%,FALSE,Cambridge,4820,6438,"['email', 'phone', 'work_email']",TRUE,TRUE,Loop,41.88558099999999,-87.6257005,Entire rental unit,Entire home/apt,2,1 bath,1,32,1125,32,366,1125,1125,354.1,1125,TRUE,7,37,67,342,2,1,0,2020-09-19,2023-09-11,3.5,5,3,4,4,5,4.5,FALSE,643,643,0,0,0.05
83205195,2023-11-06,NA,within an hour,100%,92%,FALSE,Douglas,18,18,"['email', 'phone']",TRUE,TRUE,Douglas,41.828033686185954,-87.62028438029027,Private room in villa,Private room,2,1 shared bath,1,1,365,2,2,365,365,2,365,TRUE,19,49,79,354,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,18,3,15,0,NA
2052507318903380700,2016-06-13,"Chicago, IL",a few days or more,7%,71%,FALSE,Greater Grand Crossing,25,31,"['email', 'phone']",TRUE,TRUE,Kenwood,41.80734,-87.60564,Entire condo,Entire home/apt,16,1 bath,1,32,365,32,32,365,365,32,365,TRUE,30,60,90,365,9,1,0,2021-04-19,2023-01-10,5,4.89,5,5,5,5,4.89,FALSE,21,19,2,0,0.28
1978785061101655600,2018-08-21,"Chicago, IL",within a day,100%,0%,FALSE,Tri-Taylor,1,1,"['email', 'phone']",TRUE,TRUE,Near West Side,41.87299,-87.69103,Private room in condo,Private room,2,1 private bath,1,32,35,32,32,35,35,32,35,TRUE,17,47,77,351,3,1,0,2022-08-05,2023-01-07,5,5,5,5,5,5,5,FALSE,1,0,1,0,0.18
1915798228186883600,2020-02-07,"Chicago, IL",within an hour,100%,100%,TRUE,Avondale,2,3,"['email', 'phone']",TRUE,FALSE,Avondale,41.93712,-87.70032,Entire rental unit,Entire home/apt,4,1 bath,3,2,1125,2,2,1125,1125,2,1125,TRUE,19,49,79,319,171,29,1,2020-03-01,2023-11-28,4.99,4.99,5,4.99,5,4.89,4.96,TRUE,1,1,0,0,3.7
31201683,2012-07-11,"Chicago, IL",within an hour,100%,95%,FALSE,West Ridge,15,22,"['email', 'phone', 'work_email']",TRUE,TRUE,West Ridge,42.01653,-87.68778,Shared room in rental unit,Shared room,1,2 shared baths,1,1,900,2,2,1125,1125,2,1125,TRUE,1,1,8,98,75,11,0,2018-04-30,2023-09-30,4.8,4.85,4.64,4.84,4.96,4.76,4.8,FALSE,15,0,4,11,1.09
105131675,2022-11-03,NA,within an hour,100%,58%,TRUE,Tri-Taylor,6,6,"['email', 'phone']",TRUE,TRUE,Near West Side,41.87377,-87.68878,Entire rental unit,Entire home/apt,5,2 baths,2,1,1125,2,2,1125,1125,2,1125,TRUE,30,60,90,365,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2,2,0,0,NA
1179744222857979600,2015-11-06,"Chicago, IL",within an hour,100%,100%,FALSE,Lakeview,2,5,"['email', 'phone']",TRUE,TRUE,Lake View,41.93972,-87.6516,Private room in condo,Private room,2,2 shared baths,1,2,1125,2,2,1125,1125,2,1125,TRUE,22,52,82,155,88,17,0,2020-01-20,2023-11-05,4.89,4.91,4.72,4.94,4.98,4.95,4.85,TRUE,2,0,2,0,1.85
1810125127244332e3,2023-07-13,"Chicago, IL",NA,NA,100%,FALSE,Bronzeville,1,1,"['email', 'phone']",TRUE,TRUE,Grand Boulevard,41.80481,-87.62243,Private room in rental unit,Private room,1,1.5 baths,1,32,180,32,32,180,180,32,180,TRUE,23,53,83,173,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,1,0,1,0,NA
1423674382202916400,2013-02-25,"Chicago, IL",within an hour,100%,99%,TRUE,River West,30,30,"['email', 'phone']",TRUE,TRUE,Avondale,41.93314,-87.70395,Entire rental unit,Entire home/apt,6,1 bath,3,2,365,2,5,365,365,3.6,365,TRUE,16,43,73,348,60,29,2,2022-03-21,2023-11-27,4.93,4.87,4.93,5,5,4.93,4.77,FALSE,24,24,0,0,2.82
79383951,2016-01-07,"Chicago, IL",within an hour,100%,91%,TRUE,Jefferson Park,3,3,"['email', 'phone']",TRUE,TRUE,Jefferson Park,41.9826278,-87.7778129,Entire rental unit,Entire home/apt,4,1 bath,2,32,365,32,32,365,365,32,365,TRUE,17,47,77,352,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,3,3,0,0,NA
100849903,2020-01-15,"Chicago, IL",within an hour,100%,85%,TRUE,Avondale,9,9,['phone'],TRUE,TRUE,West Town,41.9061,-87.6633,Entire rental unit,Entire home/apt,8,2 baths,4,1,90,2,2,1,90,2,80.2,TRUE,11,41,70,160,22,17,1,2022-08-28,2023-12-01,4.64,4.68,4.73,4.55,4.73,4.68,4.73,FALSE,9,9,0,0,1.38
1869646121275001900,2018-04-17,"Chicago, IL",NA,NA,NA,FALSE,Irving Park,1,1,"['email', 'phone']",TRUE,FALSE,Irving Park,41.9594,-87.70304,Entire rental unit,Entire home/apt,4,1 bath,1,40,180,40,40,180,180,40,180,TRUE,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,1,1,0,0,NA
1673980779830131500,2022-06-17,NA,within an hour,100%,100%,FALSE,West Bronx,5,6,"['email', 'phone']",TRUE,TRUE,Near West Side,41.87948634062094,-87.66745645876725,Private room in home,Private room,1,1 shared bath,1,32,365,32,32,1125,1125,32,1125,TRUE,30,60,90,365,20,9,0,2022-07-11,2023-09-05,4.7,4.6,4.4,4.9,4.95,4.45,4.7,TRUE,1,0,1,0,1.14
1418895310561520400,2021-04-04,"Chicago, IL",within an hour,100%,100%,TRUE,Near South Side,74,75,"['email', 'phone']",TRUE,TRUE,Near South Side,41.85413599531337,-87.62544574489908,Entire rental unit,Entire home/apt,10,3 baths,5,2,365,2,2,1125,1125,2,1125,TRUE,22,47,73,348,17,17,2,2023-03-27,2023-11-30,4.94,4.88,4.94,4.94,5,4.76,4.59,TRUE,74,74,0,0,1.91
1411395130141726700,2018-06-28,NA,within an hour,100%,99%,FALSE,Jefferson Park,5,5,"['email', 'phone']",TRUE,TRUE,Jefferson Park,41.97229,-87.77097,Entire rental unit,Entire home/apt,4,1 bath,1,1,21,2,2,1125,1125,2,1125,TRUE,30,60,90,90,125,9,0,2018-07-28,2023-10-15,4.7,4.72,4.82,4.91,4.9,4.85,4.63,FALSE,5,3,2,0,1.9
105940507,2019-05-03,"Chicago, IL",within an hour,100%,92%,TRUE,Lake View,9,9,['phone'],TRUE,TRUE,Lake View,41.94327,-87.67001,Entire rental unit,Entire home/apt,2,1 bath,1,1,1125,2,2,1125,1125,2,1125,TRUE,0,0,0,0,95,34,0,2021-05-09,2023-10-28,4.91,4.93,4.91,4.77,4.93,4.94,4.8,FALSE,8,8,0,0,2.99
57116215,2013-09-12,"Chicago, IL",within an hour,100%,100%,TRUE,Lake View East,31,33,"['email', 'phone']",TRUE,TRUE,Lake View,41.94018,-87.65562,Private room in bed and breakfast,Private room,2,1 private bath,1,1,28,1,1,28,28,1,28,TRUE,7,37,67,67,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,23,1,22,0,NA
1904409281059101700,2015-04-22,"Chicago, IL",within an hour,100%,99%,TRUE,Logan Square,3,5,"['email', 'phone']",TRUE,TRUE,Logan Square,41.92688,-87.709671,Entire guesthouse,Entire home/apt,4,1 bath,1,32,365,32,32,365,365,32,365,TRUE,0,15,45,320,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,1,1,0,0,NA
58186561,2019-09-27,"Chicago, IL",within an hour,100%,91%,TRUE,Logan Square,1,1,"['email', 'phone']",TRUE,FALSE,Logan Square,41.91790107490105,-87.70725715767212,Private room in rental unit,Private room,5,1 shared bath,3,2,27,2,2,27,27,2,27,TRUE,29,59,89,361,35,34,0,2022-11-14,2023-10-27,4.97,4.94,5,4.97,5,4.89,5,FALSE,1,0,1,0,2.63
5086339,2014-05-01,"Chicago, IL",within an hour,100%,99%,TRUE,Pilsen,5,11,"['email', 'phone']",TRUE,TRUE,West Town,41.8976,-87.67586,Entire rental unit,Entire home/apt,4,1 bath,2,2,30,2,2,1125,1125,2,1125,TRUE,1,1,1,1,103,32,0,2021-08-17,2023-11-12,4.83,4.85,4.8,4.89,4.92,4.91,4.79,TRUE,5,5,0,0,3.62
99892885,2017-09-01,"Chicago, IL",within an hour,100%,89%,FALSE,West Town,3,16,"['email', 'phone', 'work_email']",TRUE,TRUE,Near North Side,41.90736,-87.63026,Entire home,Entire home/apt,8,3.5 baths,3,1,365,2,2,1125,1125,2,1125,TRUE,30,54,54,239,50,3,2,2017-09-13,2023-12-02,4.74,4.8,4.48,4.94,4.88,4.72,4.7,FALSE,1,1,0,0,0.66
1892684814653934600,2018-04-09,"Chicago, IL",within an hour,96%,95%,FALSE,Back of the Yards,11,13,"['email', 'phone']",TRUE,TRUE,New City,41.79580678438033,-87.66004759304515,Private room in home,Private room,2,1 shared bath,1,2,365,2,2,365,365,2,365,TRUE,30,60,90,365,8,8,0,2023-06-01,2023-09-09,4.75,4.75,4.75,4.75,4.86,4.25,4.63,FALSE,9,1,8,0,1.19
1117293303073900300,2023-07-01,"Chicago, IL",within an hour,100%,100%,TRUE,West Town,2,2,['phone'],TRUE,TRUE,West Town,41.90716990906174,-87.67225498998049,Entire rental unit,Entire home/apt,11,2 baths,5,1,1125,2,2,1125,1125,2,1125,TRUE,20,50,77,223,14,14,2,2023-08-20,2023-11-27,4.71,4.93,4.5,4.64,4.93,4.86,4.71,TRUE,2,2,0,0,3.47
1889892330688414700,2016-11-25,"Chicago, IL",within a few hours,100%,100%,FALSE,Lower West Side,3,4,"['email', 'phone']",TRUE,TRUE,Lower West Side,41.85697,-87.68348,Private room in rental unit,Private room,1,1 shared bath,1,28,365,28,28,1125,1125,28,1125,TRUE,9,39,69,344,4,1,0,2021-10-30,2023-11-04,5,5,5,5,5,5,4.5,TRUE,3,1,2,0,0.15
1503190351785384400,2016-12-16,"New York, NY",within an hour,100%,97%,FALSE,Cambridge,4820,6438,"['email', 'phone', 'work_email']",TRUE,TRUE,Loop,41.8860812,-87.63422229999998,Entire rental unit,Entire home/apt,4,2 baths,2,32,1125,32,366,1125,1125,352.7,1125,TRUE,23,53,83,358,2,0,0,2021-11-02,2022-03-12,4.5,4.5,4.5,4.5,4.5,4.5,4.5,FALSE,643,643,0,0,0.08
1604697001363813e3,2021-05-20,NA,within an hour,100%,90%,FALSE,Lakewood Springs,3,3,"['email', 'phone']",TRUE,TRUE,Douglas,41.83919,-87.62291,Entire condo,Entire home/apt,2,1 bath,1,32,365,32,32,365,365,32,365,TRUE,23,53,83,173,1,1,0,2023-04-28,2023-04-28,5,5,4,5,5,4,5,FALSE,1,1,0,0,0.13
81555215,2016-07-19,"Homer Glen, IL",within a few hours,100%,96%,FALSE,West Town,1,1,"['email', 'phone']",TRUE,TRUE,West Town,41.895428,-87.671944,Entire townhouse,Entire home/apt,6,2.5 baths,4,2,365,2,2,365,365,2,365,TRUE,10,22,30,187,59,27,3,2021-10-15,2023-12-14,4.98,4.98,4.88,4.97,4.98,4.9,4.83,FALSE,1,1,0,0,2.23
1234556785684229600,2016-01-09,"Chicago, IL",within an hour,100%,99%,TRUE,Lincoln Park,45,47,"['email', 'phone', 'work_email']",TRUE,TRUE,Lincoln Park,41.93093,-87.64461,Entire serviced apartment,Entire home/apt,6,2 baths,3,3,365,2,4,1125,1125,3.1,1125,TRUE,16,46,76,291,47,3,0,2020-07-30,2023-07-23,4.91,4.87,4.89,4.89,4.94,4.94,4.77,TRUE,22,22,0,0,1.14
1777224783579780600,2023-11-06,NA,within an hour,100%,92%,FALSE,Douglas,18,18,"['email', 'phone']",TRUE,TRUE,Douglas,41.82728,-87.62034,Private room in villa,Private room,2,1 shared bath,1,1,365,2,2,365,365,2,365,TRUE,27,57,87,362,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,18,3,15,0,NA
1722758908893935e3,2011-10-24,"Lisle, IL",NA,NA,NA,FALSE,Irving Park,1,2,"['email', 'phone']",TRUE,TRUE,Albany Park,41.96827,-87.74547,Entire rental unit,Entire home/apt,4,1 bath,2,32,365,32,32,365,365,32,365,TRUE,27,57,87,362,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,1,1,0,0,NA
76046365,2013-03-10,"Chicago, IL",within an hour,88%,96%,TRUE,Avondale,3,4,"['email', 'phone']",TRUE,FALSE,Avondale,41.93293,-87.69184,Entire bungalow,Entire home/apt,9,2 baths,3,3,27,2,3,1125,1125,2.4,1125,TRUE,22,52,82,82,223,23,0,2017-05-13,2023-10-21,4.81,4.89,4.89,4.93,4.88,4.86,4.8,FALSE,1,1,0,0,2.77
2035175538701567700,2013-09-12,"Chicago, IL",within an hour,100%,100%,TRUE,Lake View East,31,33,"['email', 'phone']",TRUE,TRUE,Lake View,41.94485554770026,-87.6500595725796,Private room in bed and breakfast,Private room,2,1 private bath,1,1,1125,1,3,365,365,1,365,TRUE,26,55,85,357,306,113,7,2021-04-11,2023-12-03,4.76,4.82,4.7,4.9,4.83,4.87,4.72,TRUE,23,1,22,0,9.35
1532185313164207e3,2012-10-24,"Chicago, IL",within an hour,100%,68%,TRUE,South Loop/Printers Row,79,228,"['email', 'phone', 'work_email']",TRUE,TRUE,Near South Side,41.85247,-87.62204,Entire serviced apartment,Entire home/apt,4,2 baths,2,60,1125,60,60,1125,1125,60,1125,TRUE,29,59,89,364,7,0,0,2014-06-05,2016-12-02,4.57,4.83,4.83,4.5,4.67,4.5,4.67,FALSE,72,72,0,0,0.06
91652219,2017-03-27,"Chicago, IL",within an hour,100%,100%,TRUE,Portage Park,1,1,"['email', 'phone']",TRUE,TRUE,Portage Park,41.9442,-87.77329,Entire guest suite,Entire home/apt,4,1 bath,1,1,60,2,2,1125,1125,2,1125,TRUE,0,0,0,95,75,31,0,2021-12-30,2023-10-29,4.93,4.93,4.89,4.97,4.99,4.79,4.93,TRUE,1,1,0,0,3.13
1633136472864878e3,2014-07-06,"Chicago, IL",within an hour,100%,95%,TRUE,Irving Park,1,1,"['email', 'phone']",TRUE,TRUE,Irving Park,41.94706,-87.71326,Entire rental unit,Entire home/apt,3,1 bath,1,2,28,2,2,28,28,2,28,TRUE,12,20,50,122,249,23,0,2016-03-13,2023-09-22,4.97,4.99,4.98,4.99,5,4.85,4.92,FALSE,1,1,0,0,2.63
5322807,2015-10-07,"Oak Park, IL",within an hour,100%,95%,FALSE,Washington Park,17,19,"['email', 'phone']",TRUE,TRUE,Washington Park,41.78911571680794,-87.61506314015394,Private room in rental unit,Private room,1,2 shared baths,1,5,999,5,5,999,999,5,999,TRUE,0,0,0,0,1,1,1,2023-11-18,2023-11-18,5,5,5,5,5,4.33,5,FALSE,4,0,4,0,1
690027,2016-08-31,"Chicago, IL",within an hour,100%,97%,FALSE,Lincoln Park,1,1,"['email', 'phone']",TRUE,TRUE,Lincoln Park,41.91852,-87.64945,Entire rental unit,Entire home/apt,6,1 bath,3,1,60,2,10,60,60,2.3,60,TRUE,0,29,57,57,47,22,0,2021-09-06,2023-11-05,4.79,4.85,4.7,4.85,4.91,4.98,4.55,FALSE,1,1,0,0,1.69
80150761,2019-11-21,"Chicago, IL",within an hour,100%,58%,TRUE,Little Italy/UIC,7,7,['phone'],TRUE,TRUE,Near West Side,41.87392,-87.68872,Private room in rental unit,Private room,2,1 private bath,1,1,2,2,2,2,2,2,2,TRUE,30,60,90,269,14,2,0,2019-11-24,2023-06-28,4.86,4.79,4.86,4.93,4.93,4.79,4.57,FALSE,3,2,1,0,0.28
39713407,2013-06-24,"Chicago, IL",NA,NA,86%,FALSE,Little Italy/UIC,1,2,"['email', 'phone']",TRUE,TRUE,Near West Side,41.86967,-87.68284,Private room in home,Private room,2,1 bath,1,32,1125,32,32,1125,1125,32,1125,TRUE,30,60,90,365,123,5,0,2013-09-03,2023-10-09,4.65,4.8,4.87,4.61,4.68,4.59,4.6,FALSE,1,0,1,0,0.98
107866513,2012-02-22,"Chicago, IL",within a few hours,100%,100%,TRUE,West Town,1,6,"['email', 'phone']",TRUE,TRUE,West Town,41.89584,-87.69666,Entire rental unit,Entire home/apt,2,1 bath,2,32,120,32,32,1125,1125,32,1125,TRUE,30,60,77,77,3,1,0,2022-10-08,2023-10-07,5,4.67,5,5,5,5,5,FALSE,1,1,0,0,0.21
2048041946566369e3,2015-04-02,"Chicago, IL",within an hour,100%,100%,TRUE,Woodlawn,1,6,"['email', 'phone', 'work_email']",TRUE,TRUE,Woodlawn,41.7839678,-87.6008639,Private room in home,Private room,2,1 private bath,1,1,365,2,2,365,365,2,365,TRUE,26,56,86,346,16,16,1,2023-07-29,2023-12-04,5,5,5,5,5,4.75,4.88,FALSE,1,0,1,0,3.36
100727861,2018-01-30,"Springfield, IL",within an hour,99%,97%,FALSE,Near North Side,120,149,"['email', 'phone']",TRUE,TRUE,West Town,41.90037,-87.65649,Entire condo,Entire home/apt,16,2 baths,8,2,1125,2,2,1125,1125,2,1125,TRUE,24,50,78,348,4,4,0,2023-04-23,2023-08-20,5,5,5,5,5,5,4.75,FALSE,38,38,0,0,0.5
62981109,2018-07-24,"Chicago, IL",within an hour,100%,100%,FALSE,West Town,1,1,"['email', 'phone']",TRUE,TRUE,West Town,41.90752424617609,-87.68708762204166,Entire rental unit,Entire home/apt,6,2 baths,3,2,30,2,2,30,30,2,30,TRUE,9,38,52,242,16,16,2,2023-07-04,2023-12-03,4.69,4.75,4.81,4.75,4.94,4.75,4.56,FALSE,1,1,0,0,2.86
1880835814589674e3,2016-08-21,"Chicago, IL",within an hour,100%,98%,FALSE,Englewood,13,36,"['email', 'phone']",TRUE,TRUE,Englewood,41.78866,-87.63274,Private room in home,Private room,2,1 shared bath,2,3,90,3,3,1125,1125,3,1125,TRUE,30,60,90,90,15,1,0,2021-06-01,2023-05-28,4.87,4.73,4.6,4.93,4.73,4.27,4.53,FALSE,7,0,7,0,0.48
62717683,2022-12-06,"Chicago, IL",within an hour,100%,91%,FALSE,Pulaski Park,5,5,"['email', 'phone']",TRUE,TRUE,West Town,41.90753166,-87.6671866,Private room in rental unit,Private room,2,1 shared bath,2,1,365,2,2,365,365,2,365,TRUE,26,55,83,316,6,6,1,2023-05-31,2023-11-29,4.5,4.33,5,3.83,4.5,4.67,4.5,TRUE,5,1,4,0,0.89
35590701,2015-10-01,"Chicago, IL",within an hour,100%,100%,FALSE,Edgewater,1,2,"['email', 'phone', 'work_email']",TRUE,TRUE,Edgewater,41.99562,-87.66833,Entire condo,Entire home/apt,6,1 bath,6,5,27,5,5,27,27,5,27,TRUE,2,21,51,326,48,2,0,2019-07-20,2023-08-11,5,5,5,4.98,5,5,4.88,FALSE,1,1,0,0,0.89
98764009,2013-04-21,"Chicago, IL",within an hour,100%,100%,TRUE,Uptown,1,1,"['email', 'phone']",TRUE,TRUE,Uptown,41.97271,-87.65236,Entire condo,Entire home/apt,2,1 bath,1,32,400,7,32,400,400,28.8,400,TRUE,0,0,16,16,83,15,0,2013-05-17,2023-09-30,4.67,4.78,4.67,4.95,4.96,4.75,4.76,FALSE,1,1,0,0,0.64
